"id_contrato","tipo_servicio","fecha_alta_contrato","estado_contrato","id_plan_actual","nombre_plan","rut_cliente","dv_rut","nombre_razon_social","tipo_cliente","comuna_nombre","email_contacto","id_factura","fecha_emision","monto_total_facturado","estado_factura","medio_pago","zona_red","promedio_latencia","total_horas_corte","cantidad_reclamos","tiene_reclamo_pendiente"
5002,fibra_residencial,"2019-02-22",activo,3,avanzado_500,5682115,1,cliente 2,residencial,temuco,cliente2@example.com,9017,"2024-05-05t00:00:00.000",24990,pagada,transferencia,zona_temuco,50.526315789473685,5.859999999999999,2.0,1.0
5002,fibra_residencial,"2019-02-22",activo,3,avanzado_500,5682115,1,cliente 2,residencial,temuco,cliente2@example.com,9018,"2024-06-05t00:00:00.000",24990,pagada,tarjeta,zona_temuco,50.526315789473685,5.859999999999999,2.0,1.0
5002,fibra_residencial,"2019-02-22",activo,3,avanzado_500,5682115,1,cliente 2,residencial,temuco,cliente2@example.com,9019,"2024-07-05t00:00:00.000",24990,pagada,tarjeta,zona_temuco,50.526315789473685,5.859999999999999,2.0,1.0
5002,fibra_residencial,"2019-02-22",activo,3,avanzado_500,5682115,1,cliente 2,residencial,temuco,cliente2@example.com,9020,"2024-08-05t00:00:00.000",24990,vencida,null,zona_temuco,50.526315789473685,5.859999999999999,2.0,1.0
5002,fibra_residencial,"2019-02-22",activo,3,avanzado_500,5682115,1,cliente 2,residencial,temuco,cliente2@example.com,9021,"2024-09-05t00:00:00.000",24990,impaga,null,zona_temuco,50.526315789473685,5.859999999999999,2.0,1.0
5002,fibra_residencial,"2019-02-22",activo,3,avanzado_500,5682115,1,cliente 2,residencial,temuco,cliente2@example.com,9022,"2024-10-05t00:00:00.000",24990,pagada,transferencia,zona_temuco,50.526315789473685,5.859999999999999,2.0,1.0
5002,fibra_residencial,"2019-02-22",activo,3,avanzado_500,5682115,1,cliente 2,residencial,temuco,cliente2@example.com,9023,"2024-11-05t00:00:00.000",24990,pagada,caja,zona_temuco,50.526315789473685,5.859999999999999,2.0,1.0
5002,fibra_residencial,"2019-02-22",activo,3,avanzado_500,5682115,1,cliente 2,residencial,temuco,cliente2@example.com,9024,"2024-12-05t00:00:00.000",24990,pagada,tarjeta,zona_temuco,50.526315789473685,5.859999999999999,2.0,1.0
5003,fibra_residencial,"2019-02-19",activo,4,premium_900,4143890,3,cliente 3,residencial,temuco,cliente3@example.com,9025,"2023-01-05t00:00:00.000",32990,pagada,tarjeta,zona_temuco,50.096774193548384,4.86,1.0,1.0
5003,fibra_residencial,"2019-02-19",activo,4,premium_900,4143890,3,cliente 3,residencial,temuco,cliente3@example.com,9026,"2023-02-05t00:00:00.000",32990,impaga,null,zona_temuco,50.096774193548384,4.86,1.0,1.0
5003,fibra_residencial,"2019-02-19",activo,4,premium_900,4143890,3,cliente 3,residencial,temuco,cliente3@example.com,9027,"2023-03-05t00:00:00.000",32990,pagada,pat,zona_temuco,50.096774193548384,4.86,1.0,1.0
5003,fibra_residencial,"2019-02-19",activo,4,premium_900,4143890,3,cliente 3,residencial,temuco,cliente3@example.com,9028,"2023-04-05t00:00:00.000",32990,pagada,transferencia,zona_temuco,50.096774193548384,4.86,1.0,1.0
5003,fibra_residencial,"2019-02-19",activo,4,premium_900,4143890,3,cliente 3,residencial,temuco,cliente3@example.com,9029,"2023-05-05t00:00:00.000",32990,vencida,null,zona_temuco,50.096774193548384,4.86,1.0,1.0
5003,fibra_residencial,"2019-02-19",activo,4,premium_900,4143890,3,cliente 3,residencial,temuco,cliente3@example.com,9030,"2023-06-05t00:00:00.000",32990,vencida,null,zona_temuco,50.096774193548384,4.86,1.0,1.0
5003,fibra_residencial,"2019-02-19",activo,4,premium_900,4143890,3,cliente 3,residencial,temuco,cliente3@example.com,9031,"2023-07-05t00:00:00.000",32990,pagada,tarjeta,zona_temuco,50.096774193548384,4.86,1.0,1.0
5003,fibra_residencial,"2019-02-19",activo,4,premium_900,4143890,3,cliente 3,residencial,temuco,cliente3@example.com,9032,"2023-08-05t00:00:00.000",32990,pagada,caja,zona_temuco,50.096774193548384,4.86,1.0,1.0
5003,fibra_residencial,"2019-02-19",activo,4,premium_900,4143890,3,cliente 3,residencial,temuco,cliente3@example.com,9033,"2023-09-05t00:00:00.000",32990,vencida,null,zona_temuco,50.096774193548384,4.86,1.0,1.0
5003,fibra_residencial,"2019-02-19",activo,4,premium_900,4143890,3,cliente 3,residencial,temuco,cliente3@example.com,9034,"2023-10-05t00:00:00.000",32990,pagada,tarjeta,zona_temuco,50.096774193548384,4.86,1.0,1.0
5003,fibra_residencial,"2019-02-19",activo,4,premium_900,4143890,3,cliente 3,residencial,temuco,cliente3@example.com,9035,"2023-11-05t00:00:00.000",32990,pagada,transferencia,zona_temuco,50.096774193548384,4.86,1.0,1.0
5003,fibra_residencial,"2019-02-19",activo,4,premium_900,4143890,3,cliente 3,residencial,temuco,cliente3@example.com,9036,"2023-12-05t00:00:00.000",32990,pagada,pat,zona_temuco,50.096774193548384,4.86,1.0,1.0
5003,fibra_residencial,"2019-02-19",activo,4,premium_900,4143890,3,cliente 3,residencial,temuco,cliente3@example.com,9037,"2024-01-05t00:00:00.000",32990,vencida,null,zona_temuco,50.096774193548384,4.86,1.0,1.0
5003,fibra_residencial,"2019-02-19",activo,4,premium_900,4143890,3,cliente 3,residencial,temuco,cliente3@example.com,9038,"2024-02-05t00:00:00.000",32990,pagada,tarjeta,zona_temuco,50.096774193548384,4.86,1.0,1.0
5003,fibra_residencial,"2019-02-19",activo,4,premium_900,4143890,3,cliente 3,residencial,temuco,cliente3@example.com,9039,"2024-03-05t00:00:00.000",32990,pagada,tarjeta,zona_temuco,50.096774193548384,4.86,1.0,1.0
5003,fibra_residencial,"2019-02-19",activo,4,premium_900,4143890,3,cliente 3,residencial,temuco,cliente3@example.com,9040,"2024-04-05t00:00:00.000",32990,vencida,null,zona_temuco,50.096774193548384,4.86,1.0,1.0
5003,fibra_residencial,"2019-02-19",activo,4,premium_900,4143890,3,cliente 3,residencial,temuco,cliente3@example.com,9041,"2024-05-05t00:00:00.000",32990,pagada,transferencia,zona_temuco,50.096774193548384,4.86,1.0,1.0
5003,fibra_residencial,"2019-02-19",activo,4,premium_900,4143890,3,cliente 3,residencial,temuco,cliente3@example.com,9042,"2024-06-05t00:00:00.000",32990,pagada,tarjeta,zona_temuco,50.096774193548384,4.86,1.0,1.0
5003,fibra_residencial,"2019-02-19",activo,4,premium_900,4143890,3,cliente 3,residencial,temuco,cliente3@example.com,9043,"2024-07-05t00:00:00.000",32990,pagada,caja,zona_temuco,50.096774193548384,4.86,1.0,1.0
5003,fibra_residencial,"2019-02-19",activo,4,premium_900,4143890,3,cliente 3,residencial,temuco,cliente3@example.com,9044,"2024-08-05t00:00:00.000",32990,impaga,null,zona_temuco,50.096774193548384,4.86,1.0,1.0
5003,fibra_residencial,"2019-02-19",activo,4,premium_900,4143890,3,cliente 3,residencial,temuco,cliente3@example.com,9045,"2024-09-05t00:00:00.000",32990,pagada,transferencia,zona_temuco,50.096774193548384,4.86,1.0,1.0
5003,fibra_residencial,"2019-02-19",activo,4,premium_900,4143890,3,cliente 3,residencial,temuco,cliente3@example.com,9046,"2024-10-05t00:00:00.000",32990,pagada,caja,zona_temuco,50.096774193548384,4.86,1.0,1.0
5003,fibra_residencial,"2019-02-19",activo,4,premium_900,4143890,3,cliente 3,residencial,temuco,cliente3@example.com,9047,"2024-11-05t00:00:00.000",32990,pagada,caja,zona_temuco,50.096774193548384,4.86,1.0,1.0
5003,fibra_residencial,"2019-02-19",activo,4,premium_900,4143890,3,cliente 3,residencial,temuco,cliente3@example.com,9048,"2024-12-05t00:00:00.000",32990,pagada,tarjeta,zona_temuco,50.096774193548384,4.86,1.0,1.0
5004,fibra_residencial,"2019-03-09",activo,2,intermedio_300,4143890,3,cliente 3,residencial,temuco,cliente3@example.com,9049,"2023-01-05t00:00:00.000",19990,vencida,null,zona_temuco,50.096774193548384,4.86,1.0,1.0
5004,fibra_residencial,"2019-03-09",activo,2,intermedio_300,4143890,3,cliente 3,residencial,temuco,cliente3@example.com,9050,"2023-02-05t00:00:00.000",19990,vencida,null,zona_temuco,50.096774193548384,4.86,1.0,1.0
5004,fibra_residencial,"2019-03-09",activo,2,intermedio_300,4143890,3,cliente 3,residencial,temuco,cliente3@example.com,9051,"2023-03-05t00:00:00.000",19990,pagada,transferencia,zona_temuco,50.096774193548384,4.86,1.0,1.0
5004,fibra_residencial,"2019-03-09",activo,2,intermedio_300,4143890,3,cliente 3,residencial,temuco,cliente3@example.com,9052,"2023-04-05t00:00:00.000",19990,pagada,caja,zona_temuco,50.096774193548384,4.86,1.0,1.0
5004,fibra_residencial,"2019-03-09",activo,2,intermedio_300,4143890,3,cliente 3,residencial,temuco,cliente3@example.com,9053,"2023-05-05t00:00:00.000",19990,pagada,tarjeta,zona_temuco,50.096774193548384,4.86,1.0,1.0
5004,fibra_residencial,"2019-03-09",activo,2,intermedio_300,4143890,3,cliente 3,residencial,temuco,cliente3@example.com,9054,"2023-06-05t00:00:00.000",19990,pagada,transferencia,zona_temuco,50.096774193548384,4.86,1.0,1.0
5004,fibra_residencial,"2019-03-09",activo,2,intermedio_300,4143890,3,cliente 3,residencial,temuco,cliente3@example.com,9055,"2023-07-05t00:00:00.000",19990,pagada,caja,zona_temuco,50.096774193548384,4.86,1.0,1.0
5004,fibra_residencial,"2019-03-09",activo,2,intermedio_300,4143890,3,cliente 3,residencial,temuco,cliente3@example.com,9056,"2023-08-05t00:00:00.000",19990,pagada,transferencia,zona_temuco,50.096774193548384,4.86,1.0,1.0
5004,fibra_residencial,"2019-03-09",activo,2,intermedio_300,4143890,3,cliente 3,residencial,temuco,cliente3@example.com,9057,"2023-09-05t00:00:00.000",19990,pagada,caja,zona_temuco,50.096774193548384,4.86,1.0,1.0
5004,fibra_residencial,"2019-03-09",activo,2,intermedio_300,4143890,3,cliente 3,residencial,temuco,cliente3@example.com,9058,"2023-10-05t00:00:00.000",19990,pagada,transferencia,zona_temuco,50.096774193548384,4.86,1.0,1.0
5004,fibra_residencial,"2019-03-09",activo,2,intermedio_300,4143890,3,cliente 3,residencial,temuco,cliente3@example.com,9059,"2023-11-05t00:00:00.000",19990,pagada,caja,zona_temuco,50.096774193548384,4.86,1.0,1.0
5004,fibra_residencial,"2019-03-09",activo,2,intermedio_300,4143890,3,cliente 3,residencial,temuco,cliente3@example.com,9060,"2023-12-05t00:00:00.000",19990,pagada,caja,zona_temuco,50.096774193548384,4.86,1.0,1.0
5004,fibra_residencial,"2019-03-09",activo,2,intermedio_300,4143890,3,cliente 3,residencial,temuco,cliente3@example.com,9061,"2024-01-05t00:00:00.000",19990,pagada,tarjeta,zona_temuco,50.096774193548384,4.86,1.0,1.0
5004,fibra_residencial,"2019-03-09",activo,2,intermedio_300,4143890,3,cliente 3,residencial,temuco,cliente3@example.com,9062,"2024-02-05t00:00:00.000",19990,pagada,tarjeta,zona_temuco,50.096774193548384,4.86,1.0,1.0
5004,fibra_residencial,"2019-03-09",activo,2,intermedio_300,4143890,3,cliente 3,residencial,temuco,cliente3@example.com,9063,"2024-03-05t00:00:00.000",19990,impaga,null,zona_temuco,50.096774193548384,4.86,1.0,1.0
5004,fibra_residencial,"2019-03-09",activo,2,intermedio_300,4143890,3,cliente 3,residencial,temuco,cliente3@example.com,9064,"2024-04-05t00:00:00.000",19990,pagada,pat,zona_temuco,50.096774193548384,4.86,1.0,1.0
5004,fibra_residencial,"2019-03-09",activo,2,intermedio_300,4143890,3,cliente 3,residencial,temuco,cliente3@example.com,9065,"2024-05-05t00:00:00.000",19990,pagada,tarjeta,zona_temuco,50.096774193548384,4.86,1.0,1.0
5004,fibra_residencial,"2019-03-09",activo,2,intermedio_300,4143890,3,cliente 3,residencial,temuco,cliente3@example.com,9066,"2024-06-05t00:00:00.000",19990,impaga,null,zona_temuco,50.096774193548384,4.86,1.0,1.0
5004,fibra_residencial,"2019-03-09",activo,2,intermedio_300,4143890,3,cliente 3,residencial,temuco,cliente3@example.com,9067,"2024-07-05t00:00:00.000",19990,pagada,caja,zona_temuco,50.096774193548384,4.86,1.0,1.0
5004,fibra_residencial,"2019-03-09",activo,2,intermedio_300,4143890,3,cliente 3,residencial,temuco,cliente3@example.com,9068,"2024-08-05t00:00:00.000",19990,impaga,null,zona_temuco,50.096774193548384,4.86,1.0,1.0
5004,fibra_residencial,"2019-03-09",activo,2,intermedio_300,4143890,3,cliente 3,residencial,temuco,cliente3@example.com,9069,"2024-09-05t00:00:00.000",19990,anulada,null,zona_temuco,50.096774193548384,4.86,1.0,1.0
5004,fibra_residencial,"2019-03-09",activo,2,intermedio_300,4143890,3,cliente 3,residencial,temuco,cliente3@example.com,9070,"2024-10-05t00:00:00.000",19990,pagada,tarjeta,zona_temuco,50.096774193548384,4.86,1.0,1.0
5004,fibra_residencial,"2019-03-09",activo,2,intermedio_300,4143890,3,cliente 3,residencial,temuco,cliente3@example.com,9071,"2024-11-05t00:00:00.000",19990,pagada,caja,zona_temuco,50.096774193548384,4.86,1.0,1.0
5004,fibra_residencial,"2019-03-09",activo,2,intermedio_300,4143890,3,cliente 3,residencial,temuco,cliente3@example.com,9072,"2024-12-05t00:00:00.000",19990,pagada,transferencia,zona_temuco,50.096774193548384,4.86,1.0,1.0
5005,fibra_pyme,"2019-06-28",activo,5,pyme_300,24532561,8,empresa 4,pyme,talcahuano,cliente4@example.com,9073,"2023-01-05t00:00:00.000",29990,impaga,null,zona_talcahuano,40.41379310344828,7.03,1.0,1.0
5005,fibra_pyme,"2019-06-28",activo,5,pyme_300,24532561,8,empresa 4,pyme,talcahuano,cliente4@example.com,9074,"2023-02-05t00:00:00.000",29990,pagada,tarjeta,zona_talcahuano,40.41379310344828,7.03,1.0,1.0
5005,fibra_pyme,"2019-06-28",activo,5,pyme_300,24532561,8,empresa 4,pyme,talcahuano,cliente4@example.com,9075,"2023-03-05t00:00:00.000",29990,pagada,tarjeta,zona_talcahuano,40.41379310344828,7.03,1.0,1.0
5005,fibra_pyme,"2019-06-28",activo,5,pyme_300,24532561,8,empresa 4,pyme,talcahuano,cliente4@example.com,9076,"2023-04-05t00:00:00.000",29990,pagada,tarjeta,zona_talcahuano,40.41379310344828,7.03,1.0,1.0
5005,fibra_pyme,"2019-06-28",activo,5,pyme_300,24532561,8,empresa 4,pyme,talcahuano,cliente4@example.com,9077,"2023-05-05t00:00:00.000",29990,pagada,caja,zona_talcahuano,40.41379310344828,7.03,1.0,1.0
5005,fibra_pyme,"2019-06-28",activo,5,pyme_300,24532561,8,empresa 4,pyme,talcahuano,cliente4@example.com,9078,"2023-06-05t00:00:00.000",29990,anulada,null,zona_talcahuano,40.41379310344828,7.03,1.0,1.0
5005,fibra_pyme,"2019-06-28",activo,5,pyme_300,24532561,8,empresa 4,pyme,talcahuano,cliente4@example.com,9079,"2023-07-05t00:00:00.000",29990,anulada,null,zona_talcahuano,40.41379310344828,7.03,1.0,1.0
5005,fibra_pyme,"2019-06-28",activo,5,pyme_300,24532561,8,empresa 4,pyme,talcahuano,cliente4@example.com,9080,"2023-08-05t00:00:00.000",29990,pagada,caja,zona_talcahuano,40.41379310344828,7.03,1.0,1.0
5005,fibra_pyme,"2019-06-28",activo,5,pyme_300,24532561,8,empresa 4,pyme,talcahuano,cliente4@example.com,9081,"2023-09-05t00:00:00.000",29990,pagada,caja,zona_talcahuano,40.41379310344828,7.03,1.0,1.0
5005,fibra_pyme,"2019-06-28",activo,5,pyme_300,24532561,8,empresa 4,pyme,talcahuano,cliente4@example.com,9082,"2023-10-05t00:00:00.000",29990,vencida,null,zona_talcahuano,40.41379310344828,7.03,1.0,1.0
5005,fibra_pyme,"2019-06-28",activo,5,pyme_300,24532561,8,empresa 4,pyme,talcahuano,cliente4@example.com,9083,"2023-11-05t00:00:00.000",29990,anulada,null,zona_talcahuano,40.41379310344828,7.03,1.0,1.0
5005,fibra_pyme,"2019-06-28",activo,5,pyme_300,24532561,8,empresa 4,pyme,talcahuano,cliente4@example.com,9084,"2023-12-05t00:00:00.000",29990,pagada,caja,zona_talcahuano,40.41379310344828,7.03,1.0,1.0
5005,fibra_pyme,"2019-06-28",activo,5,pyme_300,24532561,8,empresa 4,pyme,talcahuano,cliente4@example.com,9085,"2024-01-05t00:00:00.000",29990,pagada,tarjeta,zona_talcahuano,40.41379310344828,7.03,1.0,1.0
5005,fibra_pyme,"2019-06-28",activo,5,pyme_300,24532561,8,empresa 4,pyme,talcahuano,cliente4@example.com,9086,"2024-02-05t00:00:00.000",29990,pagada,tarjeta,zona_talcahuano,40.41379310344828,7.03,1.0,1.0
5005,fibra_pyme,"2019-06-28",activo,5,pyme_300,24532561,8,empresa 4,pyme,talcahuano,cliente4@example.com,9087,"2024-03-05t00:00:00.000",29990,impaga,null,zona_talcahuano,40.41379310344828,7.03,1.0,1.0
5005,fibra_pyme,"2019-06-28",activo,5,pyme_300,24532561,8,empresa 4,pyme,talcahuano,cliente4@example.com,9088,"2024-04-05t00:00:00.000",29990,impaga,null,zona_talcahuano,40.41379310344828,7.03,1.0,1.0
5005,fibra_pyme,"2019-06-28",activo,5,pyme_300,24532561,8,empresa 4,pyme,talcahuano,cliente4@example.com,9089,"2024-05-05t00:00:00.000",29990,pagada,transferencia,zona_talcahuano,40.41379310344828,7.03,1.0,1.0
5005,fibra_pyme,"2019-06-28",activo,5,pyme_300,24532561,8,empresa 4,pyme,talcahuano,cliente4@example.com,9090,"2024-06-05t00:00:00.000",29990,pagada,caja,zona_talcahuano,40.41379310344828,7.03,1.0,1.0
5005,fibra_pyme,"2019-06-28",activo,5,pyme_300,24532561,8,empresa 4,pyme,talcahuano,cliente4@example.com,9091,"2024-07-05t00:00:00.000",29990,pagada,transferencia,zona_talcahuano,40.41379310344828,7.03,1.0,1.0
5005,fibra_pyme,"2019-06-28",activo,5,pyme_300,24532561,8,empresa 4,pyme,talcahuano,cliente4@example.com,9092,"2024-08-05t00:00:00.000",29990,impaga,null,zona_talcahuano,40.41379310344828,7.03,1.0,1.0
5005,fibra_pyme,"2019-06-28",activo,5,pyme_300,24532561,8,empresa 4,pyme,talcahuano,cliente4@example.com,9093,"2024-09-05t00:00:00.000",29990,pagada,transferencia,zona_talcahuano,40.41379310344828,7.03,1.0,1.0
5005,fibra_pyme,"2019-06-28",activo,5,pyme_300,24532561,8,empresa 4,pyme,talcahuano,cliente4@example.com,9094,"2024-10-05t00:00:00.000",29990,pagada,tarjeta,zona_talcahuano,40.41379310344828,7.03,1.0,1.0
5005,fibra_pyme,"2019-06-28",activo,5,pyme_300,24532561,8,empresa 4,pyme,talcahuano,cliente4@example.com,9095,"2024-11-05t00:00:00.000",29990,pagada,tarjeta,zona_talcahuano,40.41379310344828,7.03,1.0,1.0
5005,fibra_pyme,"2019-06-28",activo,5,pyme_300,24532561,8,empresa 4,pyme,talcahuano,cliente4@example.com,9096,"2024-12-05t00:00:00.000",29990,pagada,tarjeta,zona_talcahuano,40.41379310344828,7.03,1.0,1.0
5006,fibra_residencial,"2020-06-27",activo,2,intermedio_300,1218062,2,cliente 5,residencial,chiguayante,cliente5@example.com,9097,"2023-01-05t00:00:00.000",19990,pagada,tarjeta,zona_chiguayante,36.58974358974359,6.81,0.0,0.0
5006,fibra_residencial,"2020-06-27",activo,2,intermedio_300,1218062,2,cliente 5,residencial,chiguayante,cliente5@example.com,9098,"2023-02-05t00:00:00.000",19990,pagada,transferencia,zona_chiguayante,36.58974358974359,6.81,0.0,0.0
5006,fibra_residencial,"2020-06-27",activo,2,intermedio_300,1218062,2,cliente 5,residencial,chiguayante,cliente5@example.com,9099,"2023-03-05t00:00:00.000",19990,pagada,tarjeta,zona_chiguayante,36.58974358974359,6.81,0.0,0.0
5006,fibra_residencial,"2020-06-27",activo,2,intermedio_300,1218062,2,cliente 5,residencial,chiguayante,cliente5@example.com,9100,"2023-04-05t00:00:00.000",19990,vencida,null,zona_chiguayante,36.58974358974359,6.81,0.0,0.0
5006,fibra_residencial,"2020-06-27",activo,2,intermedio_300,1218062,2,cliente 5,residencial,chiguayante,cliente5@example.com,9101,"2023-05-05t00:00:00.000",19990,pagada,tarjeta,zona_chiguayante,36.58974358974359,6.81,0.0,0.0
5006,fibra_residencial,"2020-06-27",activo,2,intermedio_300,1218062,2,cliente 5,residencial,chiguayante,cliente5@example.com,9102,"2023-06-05t00:00:00.000",19990,pagada,tarjeta,zona_chiguayante,36.58974358974359,6.81,0.0,0.0
5006,fibra_residencial,"2020-06-27",activo,2,intermedio_300,1218062,2,cliente 5,residencial,chiguayante,cliente5@example.com,9103,"2023-07-05t00:00:00.000",19990,pagada,transferencia,zona_chiguayante,36.58974358974359,6.81,0.0,0.0
5006,fibra_residencial,"2020-06-27",activo,2,intermedio_300,1218062,2,cliente 5,residencial,chiguayante,cliente5@example.com,9104,"2023-08-05t00:00:00.000",19990,pagada,transferencia,zona_chiguayante,36.58974358974359,6.81,0.0,0.0
5006,fibra_residencial,"2020-06-27",activo,2,intermedio_300,1218062,2,cliente 5,residencial,chiguayante,cliente5@example.com,9105,"2023-09-05t00:00:00.000",19990,pagada,tarjeta,zona_chiguayante,36.58974358974359,6.81,0.0,0.0
5006,fibra_residencial,"2020-06-27",activo,2,intermedio_300,1218062,2,cliente 5,residencial,chiguayante,cliente5@example.com,9106,"2023-10-05t00:00:00.000",19990,pagada,tarjeta,zona_chiguayante,36.58974358974359,6.81,0.0,0.0
5006,fibra_residencial,"2020-06-27",activo,2,intermedio_300,1218062,2,cliente 5,residencial,chiguayante,cliente5@example.com,9107,"2023-11-05t00:00:00.000",19990,impaga,null,zona_chiguayante,36.58974358974359,6.81,0.0,0.0
5006,fibra_residencial,"2020-06-27",activo,2,intermedio_300,1218062,2,cliente 5,residencial,chiguayante,cliente5@example.com,9108,"2023-12-05t00:00:00.000",19990,pagada,pat,zona_chiguayante,36.58974358974359,6.81,0.0,0.0
5006,fibra_residencial,"2020-06-27",activo,2,intermedio_300,1218062,2,cliente 5,residencial,chiguayante,cliente5@example.com,9109,"2024-01-05t00:00:00.000",19990,anulada,null,zona_chiguayante,36.58974358974359,6.81,0.0,0.0
5006,fibra_residencial,"2020-06-27",activo,2,intermedio_300,1218062,2,cliente 5,residencial,chiguayante,cliente5@example.com,9110,"2024-02-05t00:00:00.000",19990,pagada,caja,zona_chiguayante,36.58974358974359,6.81,0.0,0.0
5006,fibra_residencial,"2020-06-27",activo,2,intermedio_300,1218062,2,cliente 5,residencial,chiguayante,cliente5@example.com,9111,"2024-03-05t00:00:00.000",19990,impaga,null,zona_chiguayante,36.58974358974359,6.81,0.0,0.0
5006,fibra_residencial,"2020-06-27",activo,2,intermedio_300,1218062,2,cliente 5,residencial,chiguayante,cliente5@example.com,9112,"2024-04-05t00:00:00.000",19990,pagada,tarjeta,zona_chiguayante,36.58974358974359,6.81,0.0,0.0
5006,fibra_residencial,"2020-06-27",activo,2,intermedio_300,1218062,2,cliente 5,residencial,chiguayante,cliente5@example.com,9113,"2024-05-05t00:00:00.000",19990,pagada,transferencia,zona_chiguayante,36.58974358974359,6.81,0.0,0.0
5006,fibra_residencial,"2020-06-27",activo,2,intermedio_300,1218062,2,cliente 5,residencial,chiguayante,cliente5@example.com,9114,"2024-06-05t00:00:00.000",19990,pagada,pat,zona_chiguayante,36.58974358974359,6.81,0.0,0.0
5006,fibra_residencial,"2020-06-27",activo,2,intermedio_300,1218062,2,cliente 5,residencial,chiguayante,cliente5@example.com,9115,"2024-07-05t00:00:00.000",19990,pagada,pat,zona_chiguayante,36.58974358974359,6.81,0.0,0.0
